urlKey,condition,gender,brand,primaryTitle,retailPrice,releaseDate,days_since_release,gender_men,gender_women,gender_infant,gender_preschool,gender_toddler,gender_unisex,brand_ASICS,brand_Nike,brand_Jordan,brand_New Balance,brand_adidas,averagePrice_Dead_Stock,averagePrice_Annual_Statistics,salesCount_Annual,color1,condition_New,thumbUrl,size,lastSale
nike-sb-dunk-high-soulland-friday-part-02,New,men,Nike,Nike SB Dunk High,110.0,2017-12-15,2321.0,True,False,False,False,False,False,False,True,False,False,False,316,316,14,Sail,True,https://images.stockx.com/images/Nike-SB-Dunk-High-Soulland-Friday-Part-02-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607061662,5.0,180.0
adidas-nmd-racer-black-grey,New,men,adidas,adidas NMD Racer,180.0,2018-05-31,2154.0,True,False,False,False,False,False,False,False,False,False,True,186,186,1,Core Black,True,https://images.stockx.com/images/Adidas-NMD-Racer-Black-Grey.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606940609,10.5,175.0
nike-air-vapormax-plus-pink-blast-clear-jade-womens,New,women,Nike,Nike Air VaporMax Plus,210.0,2023-08-01,266.0,False,True,False,False,False,False,False,True,False,False,False,110,110,155,Pink Blast,True,https://images.stockx.com/images/Nike-Air-VaporMax-Plus-Pink-Blast-Clear-Jade-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1697741306,10.5,148.0
adidas-zx-8000-atmos-g-snk-brazil,New,men,adidas,adidas ZX 8000,120.0,2022-05-28,696.0,True,False,False,False,False,False,False,False,False,False,True,279,279,6,Green,True,https://images.stockx.com/images/adidas-ZX-8000-Atmos-G-SNK-Brazil.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654505171,10.5,346.0
adidas-superstar-orbit-green,New,men,adidas,adidas Superstar,85.0,2021-09-19,947.0,True,False,False,False,False,False,False,False,False,False,True,101,101,7,Orbit Green,True,https://images.stockx.com/images/adidas-Superstar-Orbit-Green.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1641960557,9.5,93.0
nike-air-force-1-low-07-premium-vintage-pecan,New,men,Nike,Nike Air Force 1 Low '07 Premium,150.0,2022-09-09,592.0,True,False,False,False,False,False,False,True,False,False,False,113,113,145,Pecan,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-07-Premium-Vintage-Pecan-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1671213286,10.5,125.0
nike-sb-zoom-blazer-mid-stussy,New,men,Nike,Nike SB Zoom Blazer Mid,95.0,2018-12-08,1963.0,True,False,False,False,False,False,False,True,False,False,False,228,228,8,Midwest Gold,True,https://images.stockx.com/images/Nike-SB-Zoom-Blazer-Mid-Stussy-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1689253384,8.5,300.0
nike-air-vapormax-plus-alligator-w,New,women,Nike,Nike Air VaporMax Plus,210.0,2022-12-05,505.0,False,True,False,False,False,False,False,True,False,False,False,143,143,230,Alligator,True,https://images.stockx.com/images/Nike-Air-VaporMax-Plus-Alligator-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1692294990,5.5,122.0
nike-kd-5-elite-playoffs-home,New,men,Nike,Nike KD 5 Elite,180.0,2013-05-18,3993.0,True,False,False,False,False,False,False,True,False,False,False,213,213,4,White,True,https://images.stockx.com/images/Nike-KD-5-Elite-Playoffs-Home-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1613483264,11.0,198.0
air-jordan-1-low-og-neutral-grey-2021-w,New,women,Jordan,Jordan 1 Low OG,130.0,2021-06-24,1034.0,False,True,False,False,False,False,False,False,True,False,False,169,169,205,White,True,https://images.stockx.com/images/Air-Jordan-1-Low-OG-Neutral-Grey-2021-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1650653052,9.5,101.0
adidas-superstar-south-park-kyle,New,men,adidas,adidas Superstar,100.0,2022-03-21,764.0,True,False,False,False,False,False,False,False,False,False,True,110,110,97,Green,True,https://images.stockx.com/images/adidas-Superstar-South-Park-Kyle-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659678377,7.0,93.0
nike-air-max-1-sc-dark-stucco,New,men,Nike,Nike Air Max 1 SC,150.0,2024-01-03,111.0,True,False,False,False,False,False,False,True,False,False,False,115,115,849,Dark Stucco,True,https://images.stockx.com/images/Nike-Air-Max-1-SC-Dark-Stucco-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1705612169,9.0,107.0
adidas-alphabounce-motion-capture,New,men,adidas,adidas AlphaBounce,100.0,2016-06-20,2864.0,True,False,False,False,False,False,False,False,False,False,True,99,99,3,Core Black,True,https://images.stockx.com/images/adidas-AlphaBounce-Motion-Capture-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1664259011,16.0,72.0
new-balance-997s-shoe-palace-great-white-teal-toe,New,men,New Balance,New Balance 997S,120.0,2020-11-05,1265.0,True,False,False,False,False,False,False,False,False,True,False,417,417,11,Black,True,https://images.stockx.com/images/New-Balance-997S-Shoe-Palace-Great-White-Teal-Toe-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1611081958,8.0,250.0
adidas-ultra-boost-21-hazy-orange-w,New,women,adidas,adidas Ultra Boost 21,180.0,2021-03-01,1149.0,False,True,False,False,False,False,False,False,False,False,True,91,91,12,Hazy Rose,True,https://images.stockx.com/images/adidas-Ultra-Boost-21-Hazy-Orange-W.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1637776878,5.0,86.0
nike-sb-nyjah-free-2-summit-white-icy-sole,New,men,Nike,Nike SB Nyjah Free 2,100.0,2021-09-19,947.0,True,False,False,False,False,False,False,True,False,False,False,115,115,33,Summit White,True,https://images.stockx.com/images/Nike-SB-Nyjah-Free-2-Summit-White-Multi-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1653041711,11.0,139.0
nike-blazer-mid-mosaic-black-grey,New,men,Nike,Nike Blazer Mid,85.0,2021-06-28,1030.0,True,False,False,False,False,False,False,True,False,False,False,97,97,62,Black,True,https://images.stockx.com/images/Nike-Blazer-Mid-Mosaic-Black-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1635365761,8.0,110.0
nike-lebron-19-sketch,New,men,Nike,Nike LeBron 19,200.0,2022-05-01,723.0,True,False,False,False,False,False,False,True,False,False,False,107,107,126,White,True,https://images.stockx.com/images/Nike-Lebron-19-Sketch-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1666852055,12.0,107.0
kd-5-hulk,New,men,Nike,Nike KD 5,115.0,2013-03-09,4063.0,True,False,False,False,False,False,False,True,False,False,False,82,82,2,Atomic Teal ,True,https://images.stockx.com/images/Nike-Zoom-KD-5-Hulk-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627415415,12.0,170.0
adidas-nmd-s1-humanrace-mahbs-oatmeal,New,men,adidas,adidas NMD S1,230.0,2023-01-27,452.0,True,False,False,False,False,False,False,False,False,False,True,143,143,124,Oatmeal,True,https://images.stockx.com/images/adidas-NMD-S1-Humanrace-Maubs-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686669409,12.0,155.0
nike-sb-janoski-lilac-medium-soft-pink,New,men,Nike,Nike SB Janoski+,95.0,2023-08-12,255.0,True,False,False,False,False,False,False,True,False,False,False,85,85,65,Lilac,True,https://images.stockx.com/images/Nike-SB-Janoski-Lilac-Medium-Soft-Pink-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1698095350,10.5,51.0
adidas-ultra-boost-beyonce-ivy-park,New,men,adidas,adidas Ultra Boost,200.0,2020-01-18,1557.0,True,False,False,False,False,False,False,False,False,False,True,175,175,33,Maroon,True,https://images.stockx.com/images/adidas-Ultra-Boost-Beyonce-Ivy-Park-Product.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686755765,10.0,165.0
air-zoom-flight-95-black-metallic-silver,New,men,Nike,Nike Air Zoom Flight 95,165.0,2015-09-25,3133.0,True,False,False,False,False,False,False,True,False,False,False,125,125,2,Black,True,https://images.stockx.com/images/Air-Zoom-Flight-95-Black-Metallic-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607661827,12.5,185.0
adidas-ultra-boost-coldrdy-black-white,New,men,adidas,adidas Ultra Boost Cold.RDY,180.0,2021-11-01,904.0,True,False,False,False,False,False,False,False,False,False,True,91,91,5,Black,True,https://images.stockx.com/images/adidas-Ultra-Boost-ColdRDY-Black-White.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1655521826,11.5,93.0
adidas-forum-84-high-white-yellow,New,men,adidas,adidas Forum 84 High,110.0,2022-01-29,815.0,True,False,False,False,False,False,False,False,False,False,True,99,99,14,White,True,https://images.stockx.com/images/adidas-Forum-84-High-White-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1704316070,8.5,78.0
adidas-samba-golf-cloud-white-collegiate-navy,New,men,adidas,adidas Samba Golf,140.0,2023-09-01,235.0,True,False,False,False,False,False,False,False,False,False,True,140,140,6,Cloud White,True,https://images.stockx.com/images/adidas-Samba-Golf-Cloud-White-Collegiate-Navy.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1709327577,8.0,120.0
nike-dunk-low-toasty-grey-blue,New,men,Nike,Nike Dunk Low SE,110.0,2022-02-01,812.0,True,False,False,False,False,False,False,True,False,False,False,184,184,340,Rift Blue,True,https://images.stockx.com/images/Nike-Dunk-Low-Toasty-Grey-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1646233554,6.5,250.0
nike-air-huarache-run-wheat,New,men,Nike,Nike Air Huarache Run,130.0,2018-09-26,2036.0,True,False,False,False,False,False,False,True,False,False,False,0,0,0,Wheat,True,https://images.stockx.com/images/Nike-Air-Huarache-Run-Wheat-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1614198879,10.0,271.0
adidas-nmd-r1-footwear-white-trace-grey,New,men,adidas,adidas NMD R1,130.0,2017-11-30,2336.0,True,False,False,False,False,False,False,False,False,False,True,181,181,1,Footwear White,True,https://images.stockx.com/images/Adidas-NMD-R1-Footwear-White-Trace-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607671331,11.0,185.0
adidas-gazelle-indoor-sean-wotherspoon,New,men,adidas,adidas Gazelle Indoor,140.0,2023-05-27,332.0,True,False,False,False,False,False,False,False,False,False,True,174,174,1089,Ecru Tint,True,https://images.stockx.com/images/adidas-Gazelle-Indoor-Sean-Wotherspoon-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1685952941,10.0,95.0
nike-dunk-high-deadpool-gs,New,child,Nike,Nike Dunk High,90.0,2022-09-27,574.0,False,False,False,False,False,False,False,True,False,False,False,71,71,283,Black,True,https://images.stockx.com/images/Nike-Dunk-High-Deadpool-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1667893079,6.5,77.0
adidas-eqt-gazelle-linen-semi-solar-yellow,New,men,adidas,adidas EQT Gazelle,110.0,2019-07-20,1739.0,True,False,False,False,False,False,False,False,False,False,True,0,0,0,Linen,True,https://images.stockx.com/images/adidas-EQT-Gazelle-Linen-Semi-Solar-Yellow.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606936174,8.0,55.0
asics-gel-lyte-iii-ronnie-fieg-astro,New,men,ASICS,ASICS Gel-Lyte III,180.0,2020-11-27,1243.0,True,False,False,False,False,False,True,False,False,False,False,0,0,0,Astro,True,https://images.stockx.com/images/Asics-Gel-Lyte-III-Ronnie-Fieg-Astro.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606530184,10.0,204.0
adidas-nmd-city-sock-winter-wool-black,New,men,adidas,adidas NMD City Sock,190.0,2016-09-09,2783.0,True,False,False,False,False,False,False,False,False,False,True,234,234,4,Core Black,True,https://images.stockx.com/images/Adidas-NMD-City-Sock-Winter-Wool-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1612549134,8.0,271.0
nike-dunk-low-bright-crimson-game-royal-td,New,toddler,Nike,Nike Dunk Low,50.0,2021-08-26,971.0,False,False,False,False,True,False,False,True,False,False,False,71,71,21,White,True,https://images.stockx.com/images/Nike-Dunk-Low-Bright-Crimson-Game-Royal-TD-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1630618488,8.0,83.0
nike-blazer-sb-comme-des-garcons-black-white,New,men,Nike,Nike SB Blazer Low,115.0,2016-02-12,2993.0,True,False,False,False,False,False,False,True,False,False,False,147,147,9,Black,True,https://images.stockx.com/images/Nike-Blazer-SB-Comme-des-Garcons-Black-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1618344893,10.0,189.0
nike-blazer-mid-77-purple-glitter-w,New,women,Nike,Nike Blazer Mid 77,100.0,2022-01-22,822.0,False,True,False,False,False,False,False,True,False,False,False,87,87,3,White,True,https://images.stockx.com/images/Nike-Blazer-Mid-77-Purple-Glitter-W.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1650593778,5.0,45.0
air-jordan-4-retro-winter,New,men,Jordan,Jordan 4 Retro,200.0,2019-12-21,1585.0,True,False,False,False,False,False,False,False,True,False,False,338,338,406,Loyal Blue,True,https://images.stockx.com/images/Air-Jordan-4-Retro-Winter-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606316899,7.5,278.0
nike-terminator-high-moorehouse-college,New,men,Nike,Nike Terminator High,135.0,2023-11-10,165.0,True,False,False,False,False,False,False,True,False,False,False,173,173,153,Phantom,True,https://images.stockx.com/images/Nike-Terminator-High-Moorehouse-College-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1702331802,10.5,140.0
nike-lebron-21-tahitian,New,men,Nike,Nike LeBron 21,200.0,2023-11-03,172.0,True,False,False,False,False,False,False,True,False,False,False,142,142,368,Black,True,https://images.stockx.com/images/Nike-LeBron-21-Tahitian-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1701292291,15.0,203.0
nike-air-huarache-run-prm-light-bone-metallic-cool-grey-sail,New,men,Nike,Nike Air Huarache Run Prm,125.0,2018-01-01,2304.0,True,False,False,False,False,False,False,True,False,False,False,155,155,7,Light Bone,True,https://images.stockx.com/images/Nike-Air-Huarache-Run-Prm-Light-Bone-Metallic-Cool-Grey-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1615418360,7.5,100.0
nike-lebron-14-bhm-2017,New,men,Nike,Nike LeBron 14,175.0,2017-02-16,2623.0,True,False,False,False,False,False,False,True,False,False,False,118,118,2,Black,True,https://images.stockx.com/images/Nike-LeBron-14-BHM-2017.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627414598,8.0,134.0
nike-air-force-1-low-crater-summit-white,New,men,Nike,Nike Air Force 1 Low Crater,110.0,2020-10-01,1300.0,True,False,False,False,False,False,False,True,False,False,False,98,98,10,Summit White,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-Crater-Summit-White-Ver2.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1622142796,5.5,145.0
nike-sb-zoom-blazer-mid-sashiko-mystic-navy,New,men,Nike,Nike SB Zoom Blazer Mid,85.0,2020-07-31,1362.0,True,False,False,False,False,False,False,True,False,False,False,103,103,55,Mystic Navy,True,https://images.stockx.com/images/Nike-SB-Zoom-Blazer-Mid-Sashiko-Mystic-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607008231,12.5,124.0
nike-air-max-plus-3-black-white,New,men,Nike,Nike Air Max Plus 3,190.0,2021-01-20,1189.0,True,False,False,False,False,False,False,True,False,False,False,144,144,1159,Black,True,https://images.stockx.com/images/Nike-Air-Max-Plus-3-Black-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1649274728,5.0,192.0
nike-air-force-270-court-purple,New,men,Nike,Nike Air Force 270,160.0,2018-05-18,2167.0,True,False,False,False,False,False,False,True,False,False,False,306,306,1,Court Purple,True,https://images.stockx.com/images/Nike-Air-Force-270-Court-Purple.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627415590,8.0,140.0
adidas-4dfwd-2-white-power-blue,New,men,adidas,adidas 4DFWD 2,200.0,2022-10-04,567.0,True,False,False,False,False,False,False,False,False,False,True,132,132,26,Cloud White,True,https://images.stockx.com/images/adidas-4DFWD-2-White-Power-Blue.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1676475303,7.0,133.0
adidas-don-issue-2-pharrell-human-race-triple-black,New,men,adidas,adidas D.O.N. Issue #2,110.0,2021-03-19,1131.0,True,False,False,False,False,False,False,False,False,False,True,93,93,10,Core Black,True,https://images.stockx.com/images/adidas-DON-Issue-2-Pharrell-Human-Race-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1642594576,6.0,77.0
nike-blazer-low-platform-barely-green-w,New,women,Nike,Nike Blazer Low Platform,95.0,2022-06-21,672.0,False,True,False,False,False,False,False,True,False,False,False,76,76,12,Barely Green,True,https://images.stockx.com/images/Nike-Blazer-Low-Platform-Barely-Green-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683876344,7.0,85.0
nike-air-max-plus-black-pink-2023,New,men,Nike,Nike Air Max Plus,180.0,2023-04-08,381.0,True,False,False,False,False,False,False,True,False,False,False,276,276,331,Black,True,https://images.stockx.com/images/Nike-Air-Max-Plus-Black-Pink-2023.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1681356490,11.5,255.0
nike-air-force-1-low-07-essential-white-green-paisley-w,New,women,Nike,Nike Air Force 1 Low '07 Essential,100.0,2022-03-10,775.0,False,True,False,False,False,False,False,True,False,False,False,101,101,308,White,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-07-Essential-White-Green-Paisley-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654799359,11.0,88.0
nike-blazer-high-sacai-white-grey,New,men,Nike,Nike Blazer Mid,140.0,2019-10-10,1657.0,True,False,False,False,False,False,False,True,False,False,False,223,223,239,Summit White,True,https://images.stockx.com/images/Nike-Blazer-Mid-Sacai-White-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606324167,7.5,150.0
nike-free-metcon-3-black-white,New,men,Nike,Nike Free Metcon 3,120.0,2020-04-01,1483.0,True,False,False,False,False,False,False,True,False,False,False,75,75,225,Black,True,https://images.stockx.com/images/Nike-Free-Metcon-3-Black-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1693591528,8.0,98.0
adidas-fyw-s-97-ronnie-fieg-white-green-yellow,New,men,adidas,adidas FYW S-97,160.0,2019-03-18,1863.0,True,False,False,False,False,False,False,False,False,False,True,0,0,0,White,True,https://images.stockx.com/images/adidas-FYW-S-97-Ronnie-Fieg-White-Green-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606938299,13.0,70.0
adidas-zx-8000-superstar,New,men,adidas,adidas ZX 8000,140.0,2020-07-17,1376.0,True,False,False,False,False,False,False,False,False,False,True,153,153,39,Footwear White,True,https://images.stockx.com/images/adidas-ZX-8000-Superstar-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1649688034,8.5,176.0
adidas-nmd-r1-white-ash-pearl-w,New,women,adidas,adidas NMD R1,140.0,2019-11-11,1625.0,False,True,False,False,False,False,False,False,False,False,True,120,120,12,Cloud White,True,https://images.stockx.com/images/adidas-NMD-R1-White-Ash-Pearl-W.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1619729726,6.5,150.0
nike-sb-dunk-mid-lewis-marnell,New,men,Nike,Nike SB Dunk Mid,100.0,2018-01-18,2287.0,True,False,False,False,False,False,False,True,False,False,False,236,236,18,Cappuccino,True,https://images.stockx.com/images/Nike-SB-Dunk-Mid-Lewis-Marnell-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1610079126,9.0,215.0
nike-air-force-1-low-crater-flyknit-wolf-grey,New,men,Nike,Nike Air Force 1 Low,100.0,2021-05-18,1071.0,True,False,False,False,False,False,False,True,False,False,False,113,113,85,Wolf Grey,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-Crater-Flyknit-Wolf-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1634917572,12.5,180.0
adidas-harden-volpt-1-gila-monster,New,men,adidas,adidas Harden Vol. 1,140.0,2017-01-05,2665.0,True,False,False,False,False,False,False,False,False,False,True,125,125,1,Salmon Pink,True,https://images.stockx.com/images/Adidas-Harden-Volpt-1-Gila-Monster.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606937000,15.0,116.0
air-jordan-1-low-se-scalloped-edge-guava-ice-gs,New,child,Jordan,Jordan 1 Low SE,95.0,2023-08-03,264.0,False,False,False,False,False,False,False,False,True,False,False,74,74,204,Guava Ice,True,https://images.stockx.com/images/Air-Jordan-1-Low-SE-Scalloped-Edge-Guava-Ice-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1705980594,4.0,77.0
adidas-nmd-r1-grey-four-core-black,New,men,adidas,adidas NMD R1,130.0,2020-08-15,1347.0,True,False,False,False,False,False,False,False,False,False,True,132,132,1,Grey Four,True,https://images.stockx.com/images/adidas-NMD-R1-Grey-Four-Core-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1629739917,15.0,139.0
nike-air-force-1-low-camo-olive,New,men,Nike,Nike Air Force 1 Low,100.0,2017-12-07,2329.0,True,False,False,False,False,False,False,True,False,False,False,226,226,4,Medium Olive,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-Camo-Olive-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1608511752,8.5,120.0
nike-dunk-low-scrap-mighty-swooshers,New,men,Nike,Nike Dunk Low Scrap,110.0,2022-04-12,742.0,True,False,False,False,False,False,False,True,False,False,False,135,135,87,White,True,https://images.stockx.com/images/Nike-Dunk-Low-Scrap-Mighty-Swooshers.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1657096351,11.5,211.0
air-jordan-1-mid-ss-six-championships-ps,New,preschool,Jordan,Jordan 1 Mid SS,80.0,2023-11-26,149.0,False,False,False,True,False,False,False,False,True,False,False,130,130,124,Black,True,https://images.stockx.com/images/Air-Jordan-1-Mid-SS-Six-Championships-PS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1705420306,5.5,150.0
adidas-nmd-r1-pk-hyper-pop,New,men,adidas,adidas NMD R1 PK,180.0,2021-01-12,1197.0,True,False,False,False,False,False,False,False,False,False,True,117,117,16,Grey Two,True,https://images.stockx.com/images/adidas-NMD-R1-PK-Hyper-Pop-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1670483965,12.0,180.0
nike-dunk-low-emb-nba-75th-anniversary-chicago-td,New,toddler,Nike,Nike Dunk Low EMB,55.0,2021-10-19,917.0,False,False,False,False,True,False,False,True,False,False,False,57,57,123,Sail,True,https://images.stockx.com/images/Nike-Dunk-Low-EMB-NBA-75th-Anniversary-Chicago-TD-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1647617482,4.0,42.0
nike-air-max-1-beef-and-broccoli,New,men,Nike,Nike Air Max 1,140.0,2024-02-20,63.0,True,False,False,False,False,False,False,True,False,False,False,133,133,281,Light Chocolate,True,https://images.stockx.com/images/Nike-Air-Max-1-Beef-and-Broccoli.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1706344871,7.0,100.0
