urlKey,condition,gender,brand,primaryTitle,retailPrice,releaseDate,days_since_release,gender_men,gender_women,gender_infant,gender_preschool,gender_toddler,gender_unisex,brand_ASICS,brand_Nike,brand_Jordan,brand_New Balance,brand_adidas,averagePrice_Dead_Stock,averagePrice_Annual_Statistics,salesCount_Annual,color1,condition_New,thumbUrl,size,lastSale
nike-air-force-1-low-white-black-gs,New,child,Nike,Nike Air Force 1 Low,80.0,2021-01-14,1195.0,False,False,False,False,False,False,False,True,False,False,False,67,67,409,White,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-White-Black-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1629741240,7.0,46.0
adidas-d-rose-11-signal-green,New,men,adidas,adidas D Rose 11,120.0,2020-12-05,1235.0,True,False,False,False,False,False,False,False,False,False,True,100,100,9,Signal Green,True,https://images.stockx.com/images/adidas-D-Rose-11-Signal-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1707932596,15.0,139.0
nike-air-force-1-low-skeleton-halloween-2018,New,men,Nike,Nike Air Force 1 Low,130.0,2018-10-31,2001.0,True,False,False,False,False,False,False,True,False,False,False,347,347,40,White,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-Skeleton-Halloween-2018-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1608515455,9.0,422.0
nike-air-max-uptempo-97-urban-haze,New,men,Nike,Nike Air Max Uptempo 97,160.0,2016-12-20,2681.0,True,False,False,False,False,False,False,True,False,False,False,387,387,2,Urban Haze,True,https://images.stockx.com/images/Nike-Air-Max-Uptempo-97-Urban-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1611844377,8.5,296.0
adidas-campus-80s-youth-of-paris,New,men,adidas,adidas Campus 80s,120.0,2023-05-02,357.0,True,False,False,False,False,False,False,False,False,False,True,96,96,106,Core Black,True,https://images.stockx.com/images/adidas-Campus-80s-Youth-of-Paris-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1644398685,10.5,68.0
adidas-harden-vol-7-year-of-the-dragon-2024,New,men,adidas,adidas Harden Vol. 7,160.0,2023-12-29,116.0,True,False,False,False,False,False,False,False,False,False,True,196,196,34,Off-White,True,https://images.stockx.com/images/adidas-Harden-Vol-7-Year-of-the-Dragon-2024.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1704212971,8.5,165.0
nike-air-max-terrascape-plus-black-barely-volt,New,men,Nike,Nike Air Max Terrascape Plus,170.0,2021-11-01,904.0,True,False,False,False,False,False,False,True,False,False,False,146,146,765,Black,True,https://images.stockx.com/images/Nike-Air-Max-Terrascape-Plus-Black-Barely-Volt-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1642074520,15.0,88.0
adidas-nmd-r1-grey-three-w,New,women,adidas,adidas NMD R1,170.0,2017-08-18,2440.0,False,True,False,False,False,False,False,False,False,False,True,170,170,1,Grey Three,True,https://images.stockx.com/images/Adidas-NMD-R1-Grey-Three-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1615420998,7.0,198.0
nike-blazer-mid-premium-vintage-gym-red-gym-red-sail,New,men,Nike,Nike Blazer Mid Premium Vintage,105.0,2015-11-13,3084.0,True,False,False,False,False,False,False,True,False,False,False,0,0,0,Gym Red,True,https://images.stockx.com/images/Nike-Blazer-Mid-Premium-Vintage-Gym-Red-Gym-Red-Sail.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1623202834,9.0,85.0
air-jordan-1-low-black-white-grey-gs,New,child,Jordan,Jordan 1 Low,75.0,2021-07-26,1002.0,False,False,False,False,False,False,False,False,True,False,False,165,165,357,Black,True,https://images.stockx.com/images/Air-Jordan-1-Low-Black-White-Grey-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1624989727,4.5,163.0
adidas-samba-jonah-hill-craft-ochre,New,men,adidas,adidas Samba,110.0,2020-11-13,1257.0,True,False,False,False,False,False,False,False,False,False,True,168,168,50,Craft Ochre,True,https://images.stockx.com/images/adidas-Samba-Jonah-Hill-Craft-Ochre-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1609348018,9.0,177.0
nike-dunk-low-michigan,New,men,Nike,Nike Dunk Low,100.0,2021-06-03,1055.0,True,False,False,False,False,False,False,True,False,False,False,226,226,1076,Varsity Maize,True,https://images.stockx.com/images/Nike-Dunk-Low-Michigan-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1619204735,11.5,202.0
nike-dunk-high-next-nature-toasty-rattan,New,men,Nike,Nike Dunk High,130.0,2021-11-05,900.0,True,False,False,False,False,False,False,True,False,False,False,88,88,778,Rattan,True,https://images.stockx.com/images/Nike-Dunk-High-Next-Nature-Toasty-Rattan-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1646233587,12.0,121.0
adidas-ultra-boost-21-coldrdy-white-signal-green,New,men,adidas,adidas Ultra Boost 21 Cold.Rdy,180.0,2021-10-31,905.0,True,False,False,False,False,False,False,False,False,False,True,100,100,15,Crystal White,True,https://images.stockx.com/images/adidas-Ultra-Boost-21-ColdRdy-White-Signal-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654605941,10.5,114.0
nike-air-flight-89-rucker-park,New,men,Nike,Nike Air Flight '89,120.0,2020-05-14,1440.0,True,False,False,False,False,False,False,True,False,False,False,167,167,5,White,True,https://images.stockx.com/images/Nike-Air-Flight-89-Rucker-Park-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607093629,10.0,184.0
nike-dunk-high-emb-beige-black-teal,New,men,Nike,Nike Dunk High EMB,110.0,2022-05-01,723.0,True,False,False,False,False,False,False,True,False,False,False,113,113,27,Pearl White,True,https://images.stockx.com/images/Nike-Dunk-High-EMB-Beige-Black-Teal.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1652750899,8.5,124.0
asics-gel-lyte-iii-sean-wotherspoon-x-atmos-ps,New,preschool,ASICS,ASICS Gel-Lyte III,75.0,2020-06-27,1396.0,False,False,False,True,False,False,True,False,False,False,False,248,248,8,Multi,True,https://images.stockx.com/images/Asics-Gel-Lyte-III-Sean-Wotherspoon-x-atmos-PS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1674055130,8.0,215.0
adidas-nmd-r1-mint-glow-w,New,women,adidas,adidas NMD R1,130.0,2018-07-01,2123.0,False,True,False,False,False,False,False,False,False,False,True,130,130,1,Core Black,True,https://images.stockx.com/images/adidas-NMD-R1-Mint-Glow-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606940454,11.0,90.0
air-jordan-1-low-university-blue-w,New,women,Jordan,Jordan 1 Low,100.0,2022-04-08,746.0,False,True,False,False,False,False,False,False,True,False,False,108,108,1039,Football Grey,True,https://images.stockx.com/images/Air-Jordan-1-Low-University-Blue-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1642063813,4.5,163.0
nike-air-vapormax-2020-flyknit-summit-white-w,New,women,Nike,Nike Air VaporMax 2020 Flyknit,220.0,2020-08-06,1356.0,False,True,False,False,False,False,False,True,False,False,False,94,94,91,White,True,https://images.stockx.com/images/Nike-Air-VaporMax-2020-Flyknit-Summit-White-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606946344,4.5,89.0
nike-sb-air-force-2-low-supreme-yellow,New,men,Nike,Nike SB Air Force 2 Low,98.0,2017-09-07,2420.0,True,False,False,False,False,False,False,True,False,False,False,237,237,16,Varsity Maize,True,https://images.stockx.com/images/Nike-SB-Air-Force-2-Low-Supreme-Yellow-Product.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686755796,12.0,407.0
nike-blazer-low-77-vintage-sail-navy-gum,New,men,Nike,Nike Blazer Low 77 Vintage,85.0,2021-05-24,1065.0,True,False,False,False,False,False,False,True,False,False,False,0,0,0,Sail,True,https://images.stockx.com/images/Nike-Blazer-Low-77-Vintage-Sail-Navy-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1633114807,5.5,85.0
nike-air-foamposite-one-all-star-2019-gs,New,child,Nike,Nike Air Foamposite One,180.0,2019-02-15,1894.0,False,False,False,False,False,False,False,True,False,False,False,193,193,4,Black,True,https://images.stockx.com/images/Nike-Air-Foamposite-One-All-Star-2019-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1614196811,5.5,229.0
nike-kd-trey-5-viii-metallic-silver-gold,New,men,Nike,Nike KD Trey 5 VIII,90.0,2020-10-22,1279.0,True,False,False,False,False,False,False,True,False,False,False,130,130,2,Pure Platinum,True,https://images.stockx.com/images/Nike-KD-Trey-5-VIII-Metallic-Silver-Gold.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1652861294,8.0,105.0
adidas-earthlight-mesh-stella-mccartney-cloud-white-w,New,women,adidas,adidas Earthlight Mesh,160.0,2021-06-03,1055.0,False,True,False,False,False,False,False,False,False,False,True,89,89,20,Cloud White,True,https://images.stockx.com/images/adidas-Earthlight-Mesh-Stella-McCartney-Cloud-White-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1697118110,4.5,100.0
new-balance-574-concepts-boston-marathon,New,men,New Balance,New Balance 574,170.0,2015-04-18,3293.0,True,False,False,False,False,False,False,False,False,True,False,0,0,0,Blue,True,https://images.stockx.com/images/New-Balance-574-Concepts-Boston-Marathon-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627415396,10.0,151.0
nike-lebron-zoom-nxxt-gen-faze-clan-bred,New,men,Nike,Nike Zoom LeBron NXXT Gen,160.0,2023-03-09,411.0,True,False,False,False,False,False,False,True,False,False,False,96,96,273,Black,True,https://images.stockx.com/images/Nike-Lebron-Zoom-NXXT-Gen-FaZe-Clan-Bred-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1691688648,9.5,83.0
nike-renew-elevate-2-summit-white-gum,New,men,Nike,Nike Renew Elevate 2,80.0,2021-05-03,1086.0,True,False,False,False,False,False,False,True,False,False,False,76,76,9,Summit White,True,https://images.stockx.com/images/Nike-Renew-Elevate-2-Summit-White-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1687873691,8.5,104.0
asics-gel-lyte-iii-solebox-blue-carpenter-bee,New,men,ASICS,ASICS Gel-Lyte III,180.0,2016-05-07,2908.0,True,False,False,False,False,False,True,False,False,False,False,189,189,4,Black,True,https://images.stockx.com/images/ASICS-Gel-Lyte-III-Solebox-Blue-Carpenter-Bee-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1635262080,8.0,178.0
adidas-samba-og-silver-green-putty-mauve-womens,New,women,adidas,adidas Samba OG,100.0,2024-03-08,46.0,False,True,False,False,False,False,False,False,False,False,True,120,120,194,Cloud White,True,https://images.stockx.com/images/adidas-Samba-OG-Silver-Green-Putty-Mauve-Womens.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1709888591,4.5,122.0
nike-air-force-1-low-07-lv8-athletic-department-sail-university-red,New,men,Nike,Nike Air Force 1 Low '07 LV8,130.0,2023-07-29,269.0,True,False,False,False,False,False,False,True,False,False,False,95,95,24,Sail,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-07-LV8-Athletic-Department-Sail-University-Red.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1691517401,10.5,67.0
nike-air-huarache-run-ultra-bleached-lilac-hyper-violet-w,New,women,Nike,Nike Air Huarache Run Ultra,120.0,2018-01-01,2304.0,False,True,False,False,False,False,False,True,False,False,False,0,0,0,Bleached Lilac,True,https://images.stockx.com/images/Nike-Air-Huarache-Run-Ultra-Bleached-Lilac-Hyper-Violet-W.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626904244,11.0,127.0
adidas-ultra-boost-10-grey-one-cloud-white-w,New,women,adidas,adidas Ultra Boost 1.0,200.0,2023-01-11,468.0,False,True,False,False,False,False,False,False,False,False,True,126,126,19,Grey One,True,https://images.stockx.com/images/adidas-Ultra-Boost-10-Grey-One-Cloud-White-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1684134712,8.0,105.0
nike-kd-9-the-sauce,New,men,Nike,Nike KD 9,150.0,2016-12-05,2696.0,True,False,False,False,False,False,False,True,False,False,False,174,174,5,Deep Burgundy,True,https://images.stockx.com/images/Nike-KD-9-The-Sauce-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900696,11.5,159.0
adidas-ultra-boost-3pt0-grey,New,men,adidas,adidas Ultra Boost 3.0,180.0,2016-12-06,2695.0,True,False,False,False,False,False,False,False,False,False,True,204,204,10,Clear Grey,True,https://images.stockx.com/images/adidas-Ultra-Boost-3pt0-Clear-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683915102,9.0,210.0
adidas-nmd-r1-chinese-new-year-2019,New,men,adidas,adidas NMD R1,170.0,2019-01-19,1921.0,True,False,False,False,False,False,False,False,False,False,True,0,0,0,Core Black,True,https://images.stockx.com/images/adidas-NMD-R1-Chinese-New-Year-2019-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607673211,13.0,132.0
new-balance-574-rain-cloud-white,New,men,New Balance,New Balance 574,85.0,2022-09-29,572.0,True,False,False,False,False,False,False,False,False,True,False,98,98,39,Rain Cloud,True,https://images.stockx.com/images/New-Balance-574-Rain-Cloud-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1695416855,11.0,88.0
nike-air-more-uptempo-iridescent-purple-gs,New,child,Nike,Nike Air More Uptempo,140.0,2018-11-01,2000.0,False,False,False,False,False,False,False,True,False,False,False,141,141,23,Court Purple,True,https://images.stockx.com/images/Nike-Air-More-Uptempo-Iridescent-Purple-GS-Product.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686755886,5.5,188.0
nike-air-max-97-bw-black-white-metallic-silver,New,men,Nike,Nike Air Max 97 BW,170.0,2018-11-22,1979.0,True,False,False,False,False,False,False,True,False,False,False,246,246,19,Black,True,https://images.stockx.com/images/Nike-Air-Max-97-BW-Black-White-Metallic-Silver.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607657669,4.5,158.0
nike-lebron-17-james-gang,New,men,Nike,Nike LeBron 17,200.0,2020-02-21,1523.0,True,False,False,False,False,False,False,True,False,False,False,168,168,91,Black,True,https://images.stockx.com/images/Nike-LeBron-17-James-Gang-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607672414,12.5,277.0
nike-air-more-money-metallic-gold-black,New,men,Nike,Nike Air More Money,160.0,2018-10-22,2010.0,True,False,False,False,False,False,False,True,False,False,False,157,157,13,Metallic Gold,True,https://images.stockx.com/images/Nike-Air-More-Money-Metallic-Gold-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1620340302,11.5,199.0
adidas-futurecraft-4d-2021-black-green,New,men,adidas,adidas Futurecraft 4D,220.0,2021-03-19,1131.0,True,False,False,False,False,False,False,False,False,False,True,157,157,146,Core Black,True,https://images.stockx.com/images/adidas-Futurecraft-4D-2021-Black-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1617132081,8.5,79.0
air-jordan-1-elevate-high-white-desert-w,New,women,Jordan,Jordan 1 Elevate High,145.0,2023-02-13,435.0,False,True,False,False,False,False,False,False,True,False,False,133,133,666,White,True,https://images.stockx.com/images/Air-Jordan-1-Elevate-High-White-Desert-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1681196435,4.5,106.0
nike-dunk-low-sundial-womens,New,women,Nike,Nike Dunk Low,110.0,2023-03-29,391.0,False,True,False,False,False,False,False,True,False,False,False,101,101,237,White,True,https://images.stockx.com/images/Nike-Dunk-Low-Sundial-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1682077296,9.5,103.0
new-balance-327-storm-blue-deep-sea-w,New,women,New Balance,New Balance 327,100.0,2021-07-07,1021.0,False,True,False,False,False,False,False,False,False,True,False,98,98,18,Turqoise,True,https://images.stockx.com/images/New-Balance-327-Storm-Blue-Deep-Sea-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1700514435,6.5,156.0
nike-dunk-sb-high-baohaus-chairman-bao,New,men,Nike,Nike SB Dunk High,108.0,2014-04-01,3675.0,True,False,False,False,False,False,False,True,False,False,False,319,319,26,Beige,True,https://images.stockx.com/images/Nike-Dunk-SB-High-Baohaus-Chairman-Bao-Product_V2.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1691688507,6.5,162.0
adidas-nmd-cs2-suede-brown,New,men,adidas,adidas NMD CS2,200.0,2017-10-15,2382.0,True,False,False,False,False,False,False,False,False,False,True,109,109,10,Sand,True,https://images.stockx.com/images/adidas-NMD-CS2-Suede-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627414612,10.0,249.0
nike-air-flight-89-white-team-red,New,men,Nike,Nike Air Flight '89,120.0,2021-01-07,1202.0,True,False,False,False,False,False,False,True,False,False,False,93,93,44,White,True,https://images.stockx.com/images/Nike-Air-Flight-89-White-Team-Red.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654465654,8.0,110.0
adidas-ultra-boost-3pt0-black-silver,New,men,adidas,adidas Ultra Boost 3.0,200.0,2017-03-31,2580.0,True,False,False,False,False,False,False,False,False,False,True,289,289,7,Core Black,True,https://images.stockx.com/images/adidas-Ultra-Boost-3pt0-Black-Silver-Product.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686755704,13.0,293.0
new-balance-574-legacy-grey-beige,New,men,New Balance,New Balance 574,100.0,2023-03-23,397.0,True,False,False,False,False,False,False,False,False,True,False,110,110,27,Legacy Grey,True,https://images.stockx.com/images/New-Balance-574-Legacy-Grey-Beige-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1693509209,5.0,106.0
adidas-velosamba-end-social-cycling-team-coffee,New,men,adidas,adidas Velosamba,150.0,2023-04-29,360.0,True,False,False,False,False,False,False,False,False,False,True,257,257,69,Legend Ink,True,https://images.stockx.com/images/adidas-Velosamba-END-Social-Cycling-Team-Coffee-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683626123,7.5,355.0
adidas-ultra-boost-uncaged-grey-two,New,men,adidas,adidas Ultra Boost Uncaged,180.0,2017-11-15,2351.0,True,False,False,False,False,False,False,False,False,False,True,190,190,1,Grey Two,True,https://images.stockx.com/images/Adidas-Ultra-Boost-Uncaged-Grey-Two.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1612545749,9.5,124.0
nike-sb-dunk-high-pass-port-work-boots,New,men,Nike,Nike SB Dunk High,125.0,2022-03-05,780.0,True,False,False,False,False,False,False,True,False,False,False,155,155,377,Army Green,True,https://images.stockx.com/images/Nike-SB-Dunk-High-Pass-Port-Work-Boots-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1646935846,5.0,125.0
new-balance-574-legacy-grey-beige,New,men,New Balance,New Balance 574,100.0,2023-03-23,397.0,True,False,False,False,False,False,False,False,False,True,False,110,110,27,Legacy Grey,True,https://images.stockx.com/images/New-Balance-574-Legacy-Grey-Beige-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1693509209,9.0,117.0
adidas-x9000l4-crystal-white-silver-metallic-w,New,women,adidas,adidas X9000L4,150.0,2020-09-20,1311.0,False,True,False,False,False,False,False,False,False,False,True,0,0,0,Crystal White,True,https://images.stockx.com/images/adidas-X9000L4-Crystal-White-Silver-Metallic-W.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626903992,4.5,145.0
nike-lebron-witness-6-tb-white-black,New,men,Nike,Nike LeBron Witness 6 TB,105.0,2022-07-07,656.0,True,False,False,False,False,False,False,True,False,False,False,121,121,261,White,True,https://images.stockx.com/images/Nike-LeBron-Witness-6-TB-White-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1685044059,6.5,111.0
nike-air-foamposite-one-habanero-red-ps,New,preschool,Nike,Nike Air Foamposite One,100.0,2018-10-26,2006.0,False,False,False,True,False,False,False,True,False,False,False,99,99,1,Habanero Red,True,https://images.stockx.com/images/Nike-Air-Foamposite-One-Habanero-Red-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1614778431,8.0,91.0
adidas-u-path-run-triple-cloud-white,New,men,adidas,adidas U-Path Run,100.0,2019-04-02,1848.0,True,False,False,False,False,False,False,False,False,False,True,86,86,44,Cloud White,True,https://images.stockx.com/images/adidas-U-Path-Run-Triple-Cloud-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1686896861,10.5,111.0
nike-lebron-9-king-of-la-2022,New,men,Nike,Nike LeBron 9,230.0,2022-05-26,698.0,True,False,False,False,False,False,False,True,False,False,False,71,71,363,Regal Pink,True,https://images.stockx.com/images/Nike-LeBron-9-King-of-LA-2022-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1673452227,10.5,65.0
adidas-dame-4-rose-city,New,men,adidas,adidas Dame 4,115.0,2017-12-15,2321.0,True,False,False,False,False,False,False,False,False,False,True,0,0,0,Footwear White,True,https://images.stockx.com/images/Adidas-Dame-4-Rose-City.png?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606937364,10.5,61.0
nike-dunk-low-malachite-gs,New,child,Nike,Nike Dunk Low,90.0,2024-01-02,112.0,False,False,False,False,False,False,False,True,False,False,False,59,59,57,Malachite,True,https://images.stockx.com/images/Nike-Dunk-Low-Malachite-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1704960799,6.0,52.0
adidas-ultra-boost-50-dna-chalk-white,New,men,adidas,adidas Ultra Boost 5.0 DNA,190.0,2022-01-28,816.0,True,False,False,False,False,False,False,False,False,False,True,148,148,164,Chalk White,True,https://images.stockx.com/images/adidas-Ultra-Boost-50-DNA-Chalk-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654153535,6.0,174.0
nike-air-max-dn-anthracite-light-crimson,New,men,Nike,Nike Air Max Dn,160.0,2024-03-26,28.0,True,False,False,False,False,False,False,True,False,False,False,139,139,65,Black,True,https://images.stockx.com/images/Nike-Air-Max-DN-Anthracite-Light-Crimson-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1710256420,8.5,129.0
adidas-nmd-r1-white-rose-w,New,women,adidas,adidas NMD R1,130.0,2017-06-10,2509.0,False,True,False,False,False,False,False,False,False,False,True,106,106,1,Footwear White,True,https://images.stockx.com/images/Adidas-NMD-R1-White-Rose-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1611592200,10.5,120.0
nike-air-force-1-low-white-navy-grey,New,men,Nike,Nike Air Force 1 Low,100.0,2022-04-01,753.0,True,False,False,False,False,False,False,True,False,False,False,190,190,70,White,True,https://images.stockx.com/images/Nike-Air-Force-1-Low-White-Navy-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1650654300,10.5,161.0
asics-gel-lyte-iii-og-oyster-grey-honey,New,men,ASICS,ASICS Gel-Lyte III OG,120.0,2022-08-01,631.0,True,False,False,False,False,False,True,False,False,False,False,100,100,20,Oyster Grey,True,https://images.stockx.com/images/ASICS-Gel-Lyte-III-OG-Oyster-Grey-Honey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1703872243,11.5,126.0
adidas-nmd-r1-japan-triple-black,New,men,adidas,adidas NMD R1,180.0,2017-08-11,2447.0,True,False,False,False,False,False,False,False,False,False,True,279,279,61,Core Black,True,https://images.stockx.com/images/Adidas-NMD-R1-Japan-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606324776,11.5,260.0
