Train Actual Price,Train Predicted Price ,%Predict 
136.0,113.70604326896922,83.60738475659501
80.0,113.70604326896922,142.1325540862115
175.0,160.84272029610912,91.91012588349092
70.0,113.70604326896922,162.43720466995603
146.0,141.99053069929397,97.25378815020134
539.0,219.78019117273365,40.77554567212127
59.0,113.70604326896922,192.72210723554107
179.0,145.8165177859938,81.4617417798848
119.0,340.4356635826276,286.0803895652333
176.0,299.6045673456669,170.229867810038
81.0,113.70604326896922,140.3778311962583
106.0,125.19341773942456,118.10699786738166
91.0,113.70604326896922,124.95169589996618
82.0,125.19341773942456,152.67489968222506
384.0,793.6698318494465,206.68485204412667
88.0,113.70604326896922,129.21141280564686
134.0,125.19341773942456,93.42792368613773
84.0,113.70604326896922,135.36433722496338
86.0,113.70604326896922,132.21632938252236
122.0,152.35317732963458,124.8796535488808
187.0,113.70604326896922,60.80537073206911
96.0,113.70604326896922,118.44379507184296
210.0,145.8165177859938,69.43643704094943
222.0,160.84272029610912,72.45167580905816
721.0,578.9444801349991,80.29743136407755
115.0,111.08648092598206,96.59693993563657
127.0,158.14904855190935,124.52680988339317
114.0,113.70604326896922,99.74214321839405
92.0,134.74620695205775,146.4632684261497
1700.0,1233.0458756285116,72.53211033108892
163.0,113.70604326896922,69.75830875396885
62.0,113.70604326896922,183.39684398220842
155.0,141.99053069929397,91.6067939995445
176.0,134.74620695205775,76.56034485912372
166.0,125.19341773942456,75.41772152977383
277.0,111.15355638265488,40.127637683268915
127.0,125.19341773942456,98.57749428301148
128.0,125.19341773942456,97.80735760892544
92.0,113.70604326896922,123.59352529235785
156.0,179.18921223499794,114.8648796378192
140.0,145.8165177859938,104.15465556142414
90.0,113.70604326896922,126.34004807663248
224.0,326.6433687173387,145.82293246309763
40.0,145.8165177859938,364.5412944649845
74.0,113.70604326896922,153.6568152283368
120.0,102.79659065584607,85.66382554653839
100.0,113.70604326896922,113.70604326896922
121.0,113.70604326896922,93.97193658592498
241.0,267.0569361598135,110.81200670531682
922.0,1353.511558972145,146.8016875240938
183.0,145.8165177859938,79.68115726010589
90.0,125.19341773942456,139.1037974882495
231.0,419.4050567917117,181.56063064576261
226.0,141.99053069929397,62.82766845101503
103.0,131.1354366765387,127.31595793838709
115.0,113.70604326896922,98.87482023388628
108.0,113.70604326896922,105.28337339719374
92.0,125.19341773942456,136.07980189067888
100.0,113.70604326896922,113.70604326896922
152.0,125.19341773942456,82.36409061804247
115.0,113.70604326896922,98.87482023388628
140.0,125.19341773942456,89.42386981387469
280.0,326.6433687173387,116.65834597047811
91.0,113.70604326896922,124.95169589996618
138.0,113.70604326896922,82.39568352823858
72.0,145.8165177859938,202.52294136943584
100.0,113.70604326896922,113.70604326896922
125.0,113.70604326896922,90.96483461517538
97.0,131.1354366765387,135.1911718314832
152.0,209.90210741547122,138.09349172070475
94.0,125.19341773942456,133.18448695683463
374.0,326.6433687173387,87.33779912228307
105.0,125.19341773942456,119.2318264184996
448.0,326.6433687173387,72.91146623154881
177.0,145.8165177859938,82.38221343841458
69.0,113.70604326896922,164.79136705647716
93.0,158.14904855190935,170.05274037839715
117.0,113.70604326896922,97.18465236664036
60.0,175.5784419594789,292.6307365991315
92.0,125.19341773942456,136.07980189067888
113.0,113.70604326896922,100.62481705218515
145.0,795.3370484926305,548.5083093052625
155.0,326.6433687173387,210.73765723699273
108.0,113.70604326896922,105.28337339719374
456.0,578.9444801349991,126.96150880153489
172.0,326.6433687173387,189.90893530077832
127.0,141.99053069929397,111.80356747975904
103.0,131.1354366765387,127.31595793838709
85.0,113.70604326896922,133.77181561055204
117.0,125.19341773942456,107.00292114480732
116.0,113.70604326896922,98.02245109393898
56.0,113.70604326896922,203.04650583744507
92.0,134.74620695205775,146.4632684261497
198.0,141.99053069929397,71.71238924206766
46.0,113.70604326896922,247.1870505847157
